  JAN  10  49362  0.03390 0.47920  0.177170  -27.822830  -18.80   -3.20
  JAN  15  49367  0.04560 0.47860  0.166330  -27.833670  -18.40   -3.00
  JAN  20  49372  0.05630 0.47760  0.155110  -27.844890  -19.30   -3.50
  JAN  25  49377  0.06770 0.47520  0.145350  -27.854650  -18.60   -4.20
  JAN  30  49382  0.08150 0.47230  0.133010  -27.866990  -18.50   -3.60
  FEB   4  49387  0.09500 0.46800  0.120230  -27.879770  -20.10   -3.90
  FEB   9  49392  0.10610 0.46400  0.110300  -27.889700  -18.80   -4.40
  FEB  14  49397  0.11470 0.45850  0.098780  -27.901220  -19.10   -4.60
  FEB  19  49402  0.12420 0.45200  0.087970  -27.912030  -20.20   -5.70
  FEB  24  49407  0.13640 0.44830  0.076840  -27.923160  -19.50   -5.70
  MAR   1  49412  0.14340 0.44420  0.060790  -27.939210  -19.60   -5.40
  MAR   6  49417  0.14820 0.43540  0.046860  -27.953140  -19.10   -6.00
  MAR  11  49422  0.15300 0.42710  0.033950  -27.966050  -18.20   -6.00
  MAR  16  49427  0.16030 0.41900  0.021420  -27.978580  -18.00   -6.70
  MAR  21  49432  0.16380 0.41140  0.010700  -27.989300  -16.90   -7.30
  MAR  26  49437  0.16750 0.40200 -0.002870  -28.002870  -17.10   -6.80
  MAR  31  49442  0.17260 0.39260 -0.017890  -28.017890  -18.30   -7.60
  APR   5  49447  0.17880 0.38420 -0.029970  -28.029970  -17.50   -8.00
  APR  10  49452  0.18300 0.37560 -0.042960  -28.042960  -17.50   -7.80
  APR  15  49457  0.18310 0.36630 -0.054750  -28.054750  -16.80   -8.50
  APR  20  49462  0.18400 0.35620 -0.065910  -28.065910  -16.00   -8.10
  APR  25  49467  0.18300 0.34820 -0.080690  -28.080690  -17.30   -7.80
  APR  30  49472  0.18330 0.33520 -0.094010  -28.094010  -17.20   -8.60
  MAY   5  49477  0.18490 0.32510 -0.106880  -28.106880  -17.40   -8.50
  MAY  10  49482  0.18740 0.31340 -0.119300  -28.119300  -18.20   -8.80
  MAY  15  49487  0.18880 0.30330 -0.130190  -28.130190  -16.70   -9.30
  MAY  20  49492  0.18700 0.29310 -0.142750  -28.142750  -17.30   -8.60
  MAY  25  49497  0.18310 0.28470 -0.155430  -28.155430  -18.50   -8.50
  MAY  30  49502  0.17670 0.27360 -0.165160  -28.165160  -17.70   -8.60
  JUN   4  49507  0.17140 0.26270 -0.174980  -28.174980  -19.60   -8.50
  JUN   9  49512  0.16570 0.25360 -0.182790  -28.182790  -20.20   -9.00
  JUN  14  49517  0.16100 0.24310 -0.190770  -28.190770  -19.80   -8.80
  JUN  19  49522  0.15650 0.23380 -0.201040  -28.201040  -21.80   -8.00
  JUN  24  49527  0.14830 0.22310 -0.208450  -28.208450  -21.80   -8.10
  JUN  29  49532  0.13980 0.21420 -0.214880  -28.214880  -22.60   -8.00
  JUL   4  49537  0.13140 0.20760  0.779560  -28.220440  -24.20   -7.80
  JUL   9  49542  0.12240 0.19990  0.774920  -28.225080  -22.90   -7.70
  JUL  14  49547  0.11350 0.19440  0.766930  -28.233070  -24.50   -7.40
  JUL  19  49552  0.10400 0.18660  0.758120  -28.241880  -26.00   -7.80
  JUL  24  49557  0.09460 0.17920  0.751260  -28.248740  -25.30   -7.90
  JUL  29  49562  0.08420 0.17470  0.743730  -28.256270  -27.20   -7.60
  AUG   3  49567  0.07510 0.17280  0.737600  -28.262400  -27.70   -7.70
  AUG   8  49572  0.06680 0.17130  0.730830  -28.269170  -27.80   -7.40
  AUG  13  49577  0.05910 0.17070  0.722250  -28.277750  -29.10   -7.60
  AUG  18  49582  0.04730 0.16800  0.715870  -28.284130  -28.80   -7.90
  AUG  23  49587  0.03420 0.16790  0.707980  -28.292020  -28.90   -7.30
  AUG  28  49592  0.02270 0.16770  0.699680  -28.300320  -30.60   -7.70
  SEP   2  49597  0.01120 0.16980  0.692240  -28.307760  -29.20   -7.80
  SEP   7  49602 -0.00080 0.17270  0.681300  -28.318700  -30.10   -7.20
  SEP  12  49607 -0.01310 0.17740  0.669210  -28.330790  -30.60   -7.50
  SEP  17  49612 -0.02780 0.18130  0.657560  -28.342440  -29.40   -7.20
  SEP  22  49617 -0.04100 0.18660  0.644780  -28.355220  -30.30   -7.10
  SEP  27  49622 -0.05510 0.19210  0.634270  -28.365730  -29.90   -7.70
  OCT   2  49627 -0.06740 0.20030  0.623640  -28.376360  -28.70   -7.10
  OCT   7  49632 -0.08000 0.20860  0.609950  -28.390050  -29.80   -6.90
  OCT  12  49637 -0.09340 0.21550  0.598000  -28.402000  -28.50   -7.10
  OCT  17  49642 -0.09950 0.22570  0.585620  -28.414380  -27.40   -6.30
  OCT  22  49647 -0.11280 0.23710  0.574780  -28.425220  -27.90   -6.70
  OCT  27  49652 -0.12380 0.24730  0.564690  -28.435310  -26.60   -6.90
  NOV   1  49657 -0.13320 0.25820  0.551500  -28.448500  -27.10   -6.20
  NOV   6  49662 -0.14010 0.26910  0.537860  -28.462140  -27.20   -6.20
  NOV  11  49667 -0.14570 0.28140  0.526080  -28.473920  -25.10   -5.50
  NOV  16  49672 -0.14770 0.29490  0.513780  -28.486220  -25.40   -5.50
  NOV  21  49677 -0.15250 0.30840  0.503140  -28.496860  -24.90   -5.80
  NOV  26  49682 -0.15230 0.32230  0.491730  -28.508270  -23.60   -5.00
  DEC   1  49687 -0.15170 0.33610  0.478030  -28.521970  -24.00   -4.90
  DEC   6  49692 -0.15260 0.34740  0.466110  -28.533890  -23.30   -5.20
  DEC  11  49697 -0.15200 0.36050  0.453780  -28.546220  -22.90   -4.40
  DEC  16  49702 -0.15490 0.37330  0.442110  -28.557890  -23.00   -4.80
  DEC  21  49707 -0.15800 0.38680  0.430180  -28.569820  -22.30   -4.70
  DEC  26  49712 -0.15920 0.39910  0.415460  -28.584540  -22.60   -3.30
  DEC  31  49717 -0.15560 0.41480  0.401160  -28.598840  -21.90   -3.30
  JAN   5  49722 -0.14470 0.42850  0.387090  -28.612910  -22.80   -3.90
  JAN  10  49727 -0.13740 0.43880  0.373330  -28.626670  -23.50   -4.30
  JAN  15  49732 -0.13020 0.45130  0.362520  -28.637480  -22.40   -5.20
  JAN  20  49737 -0.12660 0.46190  0.350740  -28.649260  -21.90   -4.30
  JAN  25  49742 -0.11930 0.47190  0.336750  -28.663250  -22.90   -3.90
  JAN  30  49747 -0.11520 0.48260  0.323300  -28.676700  -22.50   -4.20
  FEB   4  49752 -0.11580 0.48990  0.308980  -28.691020  -23.80   -4.30
  FEB   9  49757 -0.10380 0.49890  0.296450  -28.703550  -24.10   -5.20
  FEB  14  49762 -0.09410 0.50870  0.285310  -28.714690  -23.20   -5.70
  FEB  19  49767 -0.08590 0.51560  0.271730  -28.728270  -23.90   -5.30
  FEB  24  49772 -0.07700 0.52280  0.258840  -28.741160  -22.80   -5.60
  MAR   1  49777 -0.06040 0.53130  0.245260  -28.754740  -23.60   -5.40
  MAR   6  49782 -0.04360 0.53780  0.230270  -28.769730  -24.30   -6.10
  MAR  11  49787 -0.02990 0.54380  0.216790  -28.783210  -22.60   -7.20
  MAR  16  49792 -0.01990 0.54550  0.202020  -28.797980  -22.30   -7.10
  MAR  21  49797 -0.00720 0.55000  0.186140  -28.813860  -22.70   -7.30
  MAR  26  49802  0.00650 0.55260  0.173260  -28.826740  -21.60   -7.40
  MAR  31  49807  0.02870 0.55760  0.159050  -28.840950  -22.70   -7.40
  APR   5  49812  0.04430 0.55700  0.145870  -28.854130  -22.20   -8.40
  APR  10  49817  0.05980 0.55730  0.133250  -28.866750  -20.60   -8.60
  APR  15  49822  0.07510 0.55570  0.118120  -28.881880  -22.10   -8.40
  APR  20  49827  0.09160 0.55490  0.103720  -28.896280  -21.80   -8.80
  APR  25  49832  0.10920 0.55180  0.089790  -28.910210  -21.10   -8.60
  APR  30  49837  0.12980 0.54510  0.075980  -28.924020  -22.50   -8.90
  MAY   5  49842  0.14760 0.53760  0.064060  -28.935940  -21.00   -9.30
  MAY  10  49847  0.16760 0.53020  0.050820  -28.949180  -21.00   -8.90
  MAY  15  49852  0.18430 0.52210  0.036080  -28.963920  -22.70   -8.90
  MAY  20  49857  0.19570 0.51280  0.023070  -28.976930  -21.50   -8.80
  MAY  25  49862  0.20500 0.50100  0.010750  -28.989250  -22.30   -8.60
  MAY  30  49867  0.21530 0.48840  0.000670  -28.999330  -23.30   -9.10
  JUN   4  49872  0.22790 0.47310 -0.009350  -29.009350  -22.40   -8.90
  JUN   9  49877  0.24310 0.45820 -0.021250  -29.021250  -24.30   -8.70
  JUN  14  49882  0.25420 0.44320 -0.032130  -29.032130  -24.70   -8.70
  JUN  19  49887  0.26510 0.42700 -0.043070  -29.043070  -24.60   -8.10
  JUN  24  49892  0.27300 0.40940 -0.052720  -29.052720  -26.90   -8.30
  JUN  29  49897  0.27730 0.39140 -0.058870  -29.058870  -26.70   -8.40
  JUL   4  49902  0.28300 0.37140 -0.066320  -29.066320  -27.00   -7.90
  JUL   9  49907  0.28650 0.35100 -0.074650  -29.074650  -29.30   -8.30
  JUL  14  49912  0.28740 0.33280 -0.082050  -29.082050  -29.50   -8.30
  JUL  19  49917  0.28770 0.31390 -0.090460  -29.090460  -30.70   -8.40
  JUL  24  49922  0.28630 0.29450 -0.095990  -29.095990  -32.80   -8.90
  JUL  29  49927  0.28220 0.27530 -0.100380  -29.100380  -31.90   -8.40
  AUG   3  49932  0.27790 0.25590 -0.107040  -29.107040  -32.70   -8.40
  AUG   8  49937  0.27350 0.23670 -0.113710  -29.113710  -34.00   -8.80
  AUG  13  49942  0.26610 0.21890 -0.121960  -29.121960  -34.20   -8.20
  AUG  18  49947  0.25530 0.20230 -0.129780  -29.129780  -35.40   -8.50
  AUG  23  49952  0.24480 0.18840 -0.136490  -29.136490  -34.90   -8.50
  AUG  28  49957  0.23360 0.17390 -0.145490  -29.145490  -35.30   -8.00
  SEP   2  49962  0.22200 0.16060 -0.155830  -29.155830  -36.60   -8.80
  SEP   7  49967  0.20980 0.15020 -0.166090  -29.166090  -36.00   -8.80
  SEP  12  49972  0.19370 0.13670 -0.177480  -29.177480  -36.20   -8.10
  SEP  17  49977  0.18020 0.12610 -0.186820  -29.186820  -35.60   -8.60
  SEP  22  49982  0.16500 0.11730 -0.197100  -29.197100  -34.70   -8.00
  SEP  27  49987  0.14970 0.10980 -0.210050  -29.210050  -35.90   -7.60
  OCT   2  49992  0.13430 0.10500 -0.222020  -29.222020  -35.50   -8.10
  OCT   7  49997  0.11460 0.09960 -0.234850  -29.234850  -35.00   -7.40
  OCT  12  50002  0.09440 0.09170 -0.247030  -29.247030  -35.10   -7.70
  OCT  17  50007  0.07710 0.08750 -0.256860  -29.256860  -33.70   -7.80
  OCT  22  50012  0.06210 0.08450 -0.268080  -29.268080  -33.50   -6.80
  OCT  27  50017  0.04260 0.08240 -0.280090  -29.280090  -33.00   -6.90
  NOV   1  50022  0.02500 0.08170 -0.292100  -29.292100  -32.20   -6.60
  NOV   6  50027  0.00760 0.08330 -0.305450  -29.305450  -32.20   -6.10
  NOV  11  50032 -0.01150 0.08490 -0.316240  -29.316240  -30.70   -6.60
  NOV  16  50037 -0.02950 0.08810 -0.327180  -29.327180  -30.00   -6.20
  NOV  21  50042 -0.05040 0.09480 -0.341180  -29.341180  -30.60   -5.60
  NOV  26  50047 -0.06890 0.10100 -0.354630  -29.354630  -29.80   -5.90
  DEC   1  50052 -0.09030 0.10950 -0.368510  -29.368510  -30.20   -5.40
  DEC   6  50057 -0.11320 0.11850 -0.380730  -29.380730  -30.30   -5.20
  DEC  11  50062 -0.12910 0.12840 -0.391410  -29.391410  -28.60   -5.50
  DEC  16  50067 -0.14350 0.14140 -0.404000  -29.404000  -29.10   -4.80
  DEC  21  50072 -0.15520 0.15660 -0.417000  -29.417000  -28.70   -4.90
  DEC  26  50077 -0.16480 0.17340 -0.429840  -29.429840  -28.40   -4.90
  DEC  31  50082 -0.17450 0.18800 -0.442670  -29.442670  -29.50   -4.50
  JAN   5  50087 -0.18070 0.20290  0.548630  -29.451370  -28.00   -5.00
  JAN  10  50092 -0.18900 0.21750  0.539900  -29.460100  -27.80   -5.30
  JAN  15  50097 -0.19860 0.23230  0.529970  -29.470030  -29.30   -4.90
  JAN  20  50102 -0.20530 0.24810  0.520900  -29.479100  -28.50   -5.00
  JAN  25  50107 -0.21240 0.26560  0.510480  -29.489520  -29.30   -4.90
  JAN  30  50112 -0.21880 0.28440  0.502150  -29.497850  -29.60   -5.60
  FEB   4  50117 -0.22230 0.30230  0.494730  -29.505270  -28.10   -5.80
  FEB   9  50122 -0.22530 0.32030  0.484860  -29.515140  -28.20   -6.00
  FEB  14  50127 -0.22100 0.33480  0.474690  -29.525310  -29.60   -5.90
  FEB  19  50132 -0.21980 0.35650  0.463920  -29.536080  -29.00   -5.70
  FEB  24  50137 -0.22140 0.37350  0.451640  -29.548360  -30.00   -6.40
  FEB  29  50142 -0.21920 0.39350  0.442590  -29.557410  -29.70   -7.10
  MAR   5  50147 -0.21080 0.41380  0.431890  -29.568110  -28.20   -7.10
  MAR  10  50152 -0.20300 0.43330  0.419010  -29.580990  -29.50   -7.40
  MAR  15  50157 -0.19510 0.45050  0.407330  -29.592670  -28.40   -7.80
  MAR  20  50162 -0.18200 0.46940  0.395520  -29.604480  -28.40   -8.00
  MAR  25  50167 -0.17160 0.48620  0.384720  -29.615280  -28.70   -8.10
  MAR  30  50172 -0.15720 0.50050  0.375110  -29.624890  -27.40   -8.50
  APR   4  50177 -0.14600 0.51450  0.363340  -29.636660  -28.70   -8.40
  APR   9  50182 -0.13570 0.52370  0.351380  -29.648620  -29.20   -8.80
  APR  14  50187 -0.12030 0.53820  0.339330  -29.660670  -27.50   -8.80
  APR  19  50192 -0.10420 0.55060  0.327140  -29.672860  -28.40   -9.10
  APR  24  50197 -0.08800 0.56060  0.317400  -29.682600  -27.80   -9.40
  APR  29  50202 -0.06830 0.56850  0.306690  -29.693310  -27.10   -9.00
  MAY   4  50207 -0.04990 0.57850  0.293860  -29.706140  -29.30   -9.60
  MAY   9  50212 -0.02930 0.58480  0.281950  -29.718050  -28.70   -9.50
  MAY  14  50217 -0.00780 0.58980  0.268880  -29.731120  -28.30   -8.90
  MAY  19  50222  0.00970 0.59290  0.257950  -29.742050  -28.70   -9.30
  MAY  24  50227  0.02960 0.59400  0.249360  -29.750640  -27.90   -9.20
  MAY  29  50232  0.05380 0.59540  0.239890  -29.760110  -29.40   -9.10
  JUN   3  50237  0.07430 0.59350  0.230970  -29.769030  -30.10   -9.10
  JUN   8  50242  0.09450 0.58800  0.221810  -29.778190  -30.20   -8.70
  JUN  13  50247  0.11320 0.58090  0.212110  -29.787890  -31.70   -9.20
  JUN  18  50252  0.13430 0.57200  0.205250  -29.794750  -31.60   -9.40
  JUN  23  50257  0.15290 0.56400  0.198490  -29.801510  -32.10   -8.80
  JUN  28  50262  0.16920 0.55410  0.190890  -29.809110  -34.10   -8.90
  JUL   3  50267  0.18520 0.54060  0.184670  -29.815330  -35.00   -8.40
  JUL   8  50272  0.20390 0.52750  0.177720  -29.822280  -35.40   -8.60
  JUL  13  50277  0.22150 0.51440  0.172580  -29.827420  -36.00   -8.90
  JUL  18  50282  0.23500 0.49920  0.168130  -29.831870  -36.20   -8.40
  JUL  23  50287  0.24280 0.48480  0.162020  -29.837980  -37.20   -8.70
  JUL  28  50292  0.25070 0.47040  0.155560  -29.844440  -38.50   -9.30
